	NCT Number	Title	Locations	Status	Study Results	Conditions	Gender	Age	Phases	Enrollment	URL	Location_Country	Location_City_or_State	Location_Institution	Start Date	Completion Date	First Posted	Last Update Posted	Funded Bys	Study Type	Trial_Duration_Days	Trial_Duration_Months	Trial_Duration_Category	Enrollment_Category
3521	NCT04259892	VIRAL EXCRETION IN CONTACT SUBJECTS AT HIGH/MODERATE RISK OF CORONAVIRUS 2019-NCOV INFECTION. COVID-19.	SERVICE DE MALADIES INFECTIEUSES ET TROPICALES HÔPITAL JEAN MINJOZ CHRU BESANÇON, BESANÇON, FRANCE|SERVICE DES MALADIES INFECTIEUSES ET TROPICALES, PÔLE SPÉCIALITÉS MÉDICALES, CHU PELLEGRIN, BORDEAUX, FRANCE|SERVICE DES MALADIES INFECTIEUSES HÔPITAL GABRIEL MONTPIED CHU DE CLERMONT FERRAND, CLERMONT-FERRAND, FRANCE|CENTRE D'INVESTIGATION CLINIQUE 1432 HÔPITAL FRANÇOIS MITTERRAND CHU BOURGOGNE, DIJON, FRANCE|CENTRE D'INVESTIGATION CLINIQUE 1406 CHU GRENOBLE, GRENOBLE, FRANCE|CENTRE D'INVESTIGATION CLINIQUE 1403 -CHU LILLE, LILLE, FRANCE|CENTRE INVESTIGATION CLINIQUE 1433 CHRU DE NANCY, NANCY, FRANCE|CENTRE D'INVESTIGATION CLINIQUE INFECTIOLOGIE HÔTEL-DIEU CHU NANTES, NANTES, FRANCE|CENTRE D'INVESTIGATION CLINIQUE HÔPITAL SAINT LOUIS, PARIS, FRANCE|CENTRE D'INVESTIGATION CLINIQUE 1425, HÔPITAL BICHAT CLAUDE BERNARD, PARIS, FRANCE|CENTRE INVESTIGATION CLINIQUE 1417 HÔPITAL COCHIN BÂTIMENT LAVOISIER, PARIS, FRANCE|CENTRE D'INVESTIGATION CLINIQUE 1414 SERVICE DE PHARMACOLOGIE CLINIQUE CHU RENNES HÔPITAL PONTCHAILLOU, RENNES, FRANCE|CENTRE HOSPITALIER FÉLIX GUYON ILE DE LA RÉUNION CHU NORD, SAINT DENIS, FRANCE|CENTRE D'INVESTIGATION CLINIQUE ILE DE LA RÉUNION CHU SUD, SAINT-PIERRE, FRANCE|DÉPARTEMENT MALADIE INFECTIEUX CHU SAINT ETIENNE, SAINT-ÉTIENNE, FRANCE|CENTRE INVESTIGATION CLINIQUE 1415 CHRU TOURS - HÔPITAL BRETONNEAU, TOURS, FRANCE|SERVICE DE MALADIES INFECTIEUSES ET TROPICALES CENTRE HOSPITALIER, CAYENNE, FRENCH GUIANA	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS	ALL			345.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04259892	GUINEA	CAYENNE	SERVICE DE MALADIES INFECTIEUSES ET TROPICALES HÔPITAL JEAN MINJOZ CHRU BESANÇON	2020-02-01	2021-02-01	2020-02-01	2020-05-01	OTHER	OBSERVATIONAL	366.0	12.0	7 - 12 months	201 - 500
3522	NCT04322344	ESCIN IN PATIENTS WITH COVID-19 INFECTION	LUCA GALLELLI, CATANZARO, ITALY	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTIONS	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	120.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04322344	ITALY	CATANZARO	LUCA GALLELLI	2020-03-01	2020-12-01	2020-03-01	2020-09-01	OTHER	INTERVENTIONAL	275.0	9.0	7 - 12 months	101 - 200
3523	NCT04365166	STUDY OF CLINICAL AND IMMUNE SEVERITY PROFILES OF PATIENTS INFECTED WITH SARS-COV2 (COVID-19)	PERCY MILITARY TEACHING HOSPITAL, CLAMART, FRANCE|BÉGIN MILITARY TEACHING HOSPITAL, SAINT-MANDÉ, FRANCE	RECRUITING	NO RESULTS AVAILABLE	RESPIRATORY TRACT INFECTIONS|RESPIRATORY TRACT DISEASE	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04365166	FRANCE	SAINT-MANDÉ	PERCY MILITARY TEACHING HOSPITAL	2020-04-01	2022-04-01	2020-04-01	2020-05-01	OTHER	OBSERVATIONAL	730.0	24.0	1 - 2 years	51 - 100
3524	NCT04299152	STEM CELL EDUCATOR THERAPY TREAT THE VIRAL INFLAMMATION IN COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	SEVERE ACUTE RESPIRATORY SYNDROME (SARS) PNEUMONIA	ALL	ADULT	PHASE 2	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04299152	NAN	NAN	NAN	2020-11-01	2021-11-01	2020-03-01	2020-10-01	INDUSTRY	INTERVENTIONAL	365.0	12.0	7 - 12 months	11 - 50
3525	NCT04323800	CONVALESCENT PLASMA TO STEM CORONAVIRUS (CSSC-001)	UNIVERSITY OF ALABAMA AT BIRMINGHAM, BIRMINGHAM, ALABAMA, UNITED STATES|CENTER FOR AMERICAN INDIAN HEALTH - CHINLE OFFICE, CHINLE, ARIZONA, UNITED STATES|UNIVERSITY OF ARIZONA, PHOENIX, TUCSON, ARIZONA, UNITED STATES|UNIVERSITY OF ARIZONA, TUSCON, TUCSON, ARIZONA, UNITED STATES|CENTER FOR AMERICAN INDIAN HEALTH - WHITERIVER OFFICE, WHITERIVER, ARIZONA, UNITED STATES|UNIVERSITY OF CALIFORNIA, SAN DIEGO, LA JOLLA, CALIFORNIA, UNITED STATES|UNIVERSITY OF CALIFORNIA, LOS ANGELES, LOS ANGELES, CALIFORNIA, UNITED STATES|UNIVERSITY OF CALIFORNIA, IRVINE HEALTH, ORANGE, CALIFORNIA, UNITED STATES|UNIVERSITY OF CALIFORNIA, DAVIS, SACRAMENTO, CALIFORNIA, UNITED STATES|WESTERN CONNECTICUT HEALTH NETWORK, DANBURY HOSPITAL, DANBURY, CONNECTICUT, UNITED STATES|WESTERN CONNECTICUT HEALTH NETOWRK, NORWALK HOSPITAL, NORWALK, CONNECTICUT, UNITED STATES|MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL, WASHINGTON, DISTRICT OF COLUMBIA, UNITED STATES|UNIVERSITY OF MIAMI, CORAL GABLES, FLORIDA, UNITED STATES|LEE MEMORIAL HEALTH SYSTEM, FORT MYERS, FLORIDA, UNITED STATES|UNIVERSITY OF MIAMI CLINICAL TRANSLATIONAL RESEARCH SITE, MIAMI, FLORIDA, UNITED STATES|NORTHSHORE UNIVERSITY HEALTHSYSTEM, EVANSTON, ILLINOIS, UNITED STATES|TULANE UNIVERSITY, NEW ORLEANS, LOUISIANA, UNITED STATES|ANNE ARUNDEL MEDICAL CENTER, ANNAPOLIS, MARYLAND, UNITED STATES|THE JOHNS HOPKINS UNIVERSITY, BALTIMORE, MARYLAND, UNITED STATES|UNIVERSITY OF MASSACHUSETTS WORCESTER, WORCESTER, MASSACHUSETTS, UNITED STATES|WAYNE STATE UNIVERSITY, DETROIT, MICHIGAN, UNITED STATES|UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER, ALBUQUERQUE, NEW MEXICO, UNITED STATES|CENTER FOR AMERICAN INDIAN HEALTH - GALLUP OFFICE, GALLUP, NEW MEXICO, UNITED STATES|CENTER FOR AMERICAN INDIAN HEALTH - SHIPROCK OFFICE, SHIPROCK, NEW MEXICO, UNITED STATES|VASSAR BROTHERS MEDICAL CENTER, POUGHKEEPSIE, NEW YORK, UNITED STATES|UNIVERSITY OF ROCHESTER, ROCHESTER, NEW YORK, UNITED STATES|UNIVERSITY OF CINCINNATI MEDICAL CENTER, CINCINNATI, OHIO, UNITED STATES|LIFESPAN/BROWNUNIVERSITY (RHODE ISLAND HOSPITAL), PROVIDENCE, RHODE ISLAND, UNITED STATES|METHODIST DALLAS MEDICAL CENTER, DALLAS, TEXAS, UNITED STATES|BAYLOR COLLEGE OF MEDICINE, HOUSTON, TEXAS, UNITED STATES|UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON, HOUSTON, TEXAS, UNITED STATES|THE UNIVERSITY OF UTAH, SALT LAKE CITY, UTAH, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS|CONVALESCENCE	ALL	ADULT, OLDER ADULT	PHASE 2	500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04323800	UNITED STATES OF AMERICA	UTAH	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-01	2023-01-01	2020-03-01	2020-10-01	OTHER	INTERVENTIONAL	944.0	31.0	2 - 5 years	201 - 500
3526	NCT04470323	FUNCTIONAL EXHAUSTION OF T CELLS IN COVID19 PATIENTS	FACULTY OF MEDICINE, ASSIUT, EGYPT	RECRUITING	NO RESULTS AVAILABLE	T CELL DEFICIENCY	ALL			100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04470323	EGYPT	ASSIUT	FACULTY OF MEDICINE	2020-07-01	2020-11-01	2020-07-01	2020-08-01	OTHER	OBSERVATIONAL	123.0	4.0	4 - 6 months	51 - 100
3527	NCT04617262	PILOT FEASIBILITY STUDY OF REMOTE PROBLEM MANAGEMENT PLUS FOR ADULTS AFFECTED BY COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	DEPRESSION|ANXIETY DISORDERS|PSYCHOLOGICAL DISTRESS	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04617262	NAN	NAN	NAN	2020-11-01	2021-09-01	2020-11-01	2020-11-01	OTHER	INTERVENTIONAL	304.0	10.0	7 - 12 months	51 - 100
3528	NCT04306393	NITRIC OXIDE GAS INHALATION IN SEVERE ACUTE RESPIRATORY SYNDROME IN COVID-19	UNIVERSITY OF ALABAMA, BIRMINGHAM, ALABAMA, UNITED STATES|LOUISIANA STATE UNIVERSITY HEALTH SHREVEPORT, SHREVEPORT, LOUISIANA, UNITED STATES|MASSACHUSETTS GENERAL HOSPITAL, BOSTON, MASSACHUSETTS, UNITED STATES|BETH ISRAEL DEACONESS MEDICAL CENTER, BOSTON, MASSACHUSETTS, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	SARS (SEVERE ACUTE RESPIRATORY SYNDROME)|CORONAVIRUS	ALL	ADULT, OLDER ADULT	PHASE 2	200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04306393	UNITED STATES OF AMERICA	MASSACHUSETTS	UNIVERSITY OF ALABAMA	2020-03-01	2022-03-01	2020-03-01	2020-07-01	OTHER	INTERVENTIONAL	730.0	24.0	1 - 2 years	101 - 200
3529	NCT04416464	QUALITY OF LIFE AND PATIENT-CENTERED OUTCOMES AFTER ICU ADMISSION FOR COVID-19	CENTRO HOSPITALAR UNIVERSITÁRIO DO ALGARVE, FARO, ALGARVE, PORTUGAL|HOSPITAL DE SÃO FRANCISCO XAVIER, LISBON, PORTUGAL|CENTRO HOSPITALAR UNIVERSITÁRIO DE SÃO JOÃO, PORTO, PORTUGAL|CENTRO HOSPITALAR UNIVERSITÁRIO DO PORTO - HOSPITAL DE SANTO ANTÓNIO, PORTO, PORTUGAL	NOT YET RECRUITING	NO RESULTS AVAILABLE	QUALITY OF LIFE|LONG-TERM OUTCOMES|CORONAVIRUS INFECTION|MORALITY|REHOSPITALIZATION	ALL	ADULT, OLDER ADULT		230.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04416464	PORTUGAL	PORTO	CENTRO HOSPITALAR UNIVERSITÁRIO DO ALGARVE	2020-06-01	2022-10-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	852.0	28.0	2 - 5 years	201 - 500
3530	NCT04363229	PSYCHOLOGICAL IMPACT OF COVID19 AMONG DOCTORS IN ASSIUT UNIVERSITY HOSPITALS		NOT YET RECRUITING	NO RESULTS AVAILABLE	OCCUPATIONAL STRESS	ALL	ADULT, OLDER ADULT		250.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04363229	NAN	NAN	NAN	2020-07-01	2021-06-01	2020-04-01	2020-07-01	OTHER	OBSERVATIONAL	335.0	11.0	7 - 12 months	201 - 500
3531	NCT04567927	PREVALENCE AND RISK FACTORS FOR VENOUS THROMBOEMBOLIC EVENTS IN CRITICALLY ILL PATIENTS WITH COVID-19	OSPEDALE REGIONALE DI BELLINZONA E VALLI, BELLINZONA, TICINO, SWITZERLAND	COMPLETED	NO RESULTS AVAILABLE	SARS VIRUS	ALL	ADULT, OLDER ADULT		80.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04567927	SWITZERLAND	TICINO	OSPEDALE REGIONALE DI BELLINZONA E VALLI	2020-03-01	2020-05-01	2020-09-01	2020-09-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	51 - 100
3532	NCT04476745	THE EFFECT OF D3 ON SELECTED CYTOKINES INVOLVED IN CYTOKINE STORM IN THE COVID-19 UNINFECTED JORDANIAN PEOPLE	MAHMOUD S ABU-SAMAK, AMMAN, JORDAN	NOT YET RECRUITING	NO RESULTS AVAILABLE	CYTOKINE STORM	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04476745	JORDAN	AMMAN	MAHMOUD S ABU-SAMAK	2020-08-01	2020-12-01	2020-07-01	2020-07-01	OTHER	INTERVENTIONAL	122.0	4.0	4 - 6 months	51 - 100
3533	NCT04453774	AT HOME MONITORING FOR PATIENTS WITH COVID19	SUNNYBROOK HEALTH SCIENCES CENTRE, TORONTO, ONTARIO, CANADA|UNIVERSITY HEALTH NETWORK, TORONTO, ONTARIO, CANADA	NOT YET RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS	ALL		NOT APPLICABLE	1000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04453774	CANADA	ONTARIO	SUNNYBROOK HEALTH SCIENCES CENTRE	2020-10-01	2023-04-01	2020-07-01	2020-10-01	OTHER	INTERVENTIONAL	912.0	30.0	2 - 5 years	501 - 1000
3534	NCT04361552	TOCILIZUMAB FOR THE TREATMENT OF CYTOKINE RELEASE SYNDROME IN PATIENTS WITH COVID-19 (SARS-COV-2 INFECTION)	EMORY UNIVERSITY HOSPITAL/WINSHIP CANCER INSTITUTE, ATLANTA, GEORGIA, UNITED STATES	WITHDRAWN	NO RESULTS AVAILABLE	CEREBROVASCULAR ACCIDENT|CHRONIC OBSTRUCTIVE PULMONARY DISEASE|CHRONIC RENAL FAILURE|CORONARY ARTERY DISEASE|DIABETES MELLITUS|MALIGNANT NEOPLASM|SARS CORONAVIRUS 2 INFECTION	ALL	ADULT, OLDER ADULT	PHASE 3	0.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04361552	UNITED STATES OF AMERICA	GEORGIA	EMORY UNIVERSITY HOSPITAL/WINSHIP CANCER INSTITUTE	2020-04-01	2020-06-01	2020-04-01	2020-06-01	OTHER|NIH	INTERVENTIONAL	61.0	2.0	1 - 3 months	less then 10
3535	NCT04322773	ANTI-IL6 TREATMENT OF SERIOUS COVID-19 DISEASE WITH THREATENING RESPIRATORY FAILURE	BISPEBJERG-FREDERIKSBERG HOSPITAL, COPENHAGEN, DENMARK|HILLERØD HOSPITAL, HILLERØD, DENMARK	TERMINATED	NO RESULTS AVAILABLE	CORONA VIRUS DISEASE	ALL	ADULT, OLDER ADULT	PHASE 2	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04322773	DENMARK	HILLERØD	BISPEBJERG-FREDERIKSBERG HOSPITAL	2020-04-01	2020-10-01	2020-03-01	2020-10-01	OTHER	INTERVENTIONAL	183.0	6.0	4 - 6 months	11 - 50
3536	NCT04496869	PSYCHOLOGICAL IMPACT OF COVID19 AMONG WOMEN UNDERGOING INFERTILITY TREATMENT	HÔPITAL FEMME MÈRE ENFANT, BRON, FRANCE	NOT YET RECRUITING	NO RESULTS AVAILABLE	INFERTILITY TREATMENT|WOMEN	FEMALE	ADULT		600.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04496869	FRANCE	BRON	HÔPITAL FEMME MÈRE ENFANT	2020-07-01	2020-12-01	2020-08-01	2020-08-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	501 - 1000
3537	NCT04359225	A COMPARISON OF 3D AND 2D TELEMEDICINE DURING COVID 19	CANNIESBURN REGIONAL PLASTIC SURGERY AND BURNS UNIT, GLASGOW, SCOTLAND, UNITED KINGDOM	NOT YET RECRUITING	NO RESULTS AVAILABLE	TELEHEALTH	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	80.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04359225	UNITED KINGDOM	SCOTLAND	CANNIESBURN REGIONAL PLASTIC SURGERY AND BURNS UNIT	2020-06-01	2021-12-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	548.0	18.0	1 - 2 years	51 - 100
3538	NCT04445454	MESENCHYMAL STROMAL CELL THERAPY FOR SEVERE COVID-19 INFECTION	CHU DE LIÈGE, LIÈGE, BELGIUM	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTION	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04445454	BELGIUM	LIÈGE	CHU DE LIÈGE	2020-06-01	2022-09-01	2020-06-01	2020-06-01	OTHER	INTERVENTIONAL	822.0	27.0	2 - 5 years	11 - 50
3539	NCT04444557	EFFECT OF COVID-19 ON MENTAL HEALTH IN SYRIAN AND TURKISH MAINTENANCE HEMODIALYSIS PATIENTS: COST-HD STUDY	SISLI HAMIDIYE ETFAL TRAINING AND RESEARCH HOSPITAL, ISTANBUL, TURKEY	COMPLETED	NO RESULTS AVAILABLE	DEPRESSION|HEMODIALYSIS	ALL	ADULT, OLDER ADULT		97.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04444557	TURKEY	ISTANBUL	SISLI HAMIDIYE ETFAL TRAINING AND RESEARCH HOSPITAL	2020-04-01	2020-05-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	30.0	1.0	1 - 3 months	51 - 100
3540	NCT04492449	EVALUATION OF SYSTEMIC AND ORAL CONDITIONS OF PREGNANT WOMEN AND THEIR BABIES, WITH EXPOSURE TO COVID-19 INFECTION		NOT YET RECRUITING	NO RESULTS AVAILABLE	EXPOSURE DURING PREGNANCY|CORONA VIRUS INFECTION	FEMALE	CHILD, ADULT		260.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04492449	NAN	NAN	NAN	2020-09-01	2022-12-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	821.0	27.0	2 - 5 years	201 - 500
3541	NCT04336410	SAFETY, TOLERABILITY AND IMMUNOGENICITY OF INO-4800 FOR COVID-19 IN HEALTHY VOLUNTEERS	CENTRAL KENTUCKY RESEARCH ASSOCIATES, LEXINGTON, KENTUCKY, UNITED STATES|CENTER FOR PHARMACEUTICAL RESEARCH, KANSAS CITY, MISSOURI, UNITED STATES|UNIVERSITY OF PENNSYLVANIA, PHILADELPHIA, PENNSYLVANIA, UNITED STATES	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTION	ALL	ADULT, OLDER ADULT	PHASE 1	120.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04336410	UNITED STATES OF AMERICA	PENNSYLVANIA	CENTRAL KENTUCKY RESEARCH ASSOCIATES	2020-04-01	2021-07-01	2020-04-01	2020-09-01	INDUSTRY|OTHER	INTERVENTIONAL	456.0	15.0	1 - 2 years	101 - 200
3542	NCT04354272	EVALUATION OF DENTAL EMERGENCY TREATMENTS DURING COVID19 CRISIS		NOT YET RECRUITING	NO RESULTS AVAILABLE	OROFACIAL PAIN|OROFACIAL EDEMA|DENTAL TRAUMA|ORAL INFECTION	ALL	ADULT, OLDER ADULT		840.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04354272	NAN	NAN	NAN	2020-04-01	2020-06-01	2020-04-01	2020-04-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	501 - 1000
3543	NCT04498546	MASK USAGE AND EXERCISE DURING THE COVİD-19 PANDEMIC	KTO KARATAY UNIVERSITY, KONYA, KARATAY, TURKEY	RECRUITING	NO RESULTS AVAILABLE	EXERCISE TEST	ALL	ADULT, OLDER ADULT		60.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04498546	TURKEY	KARATAY	KTO KARATAY UNIVERSITY	2020-07-01	2021-09-01	2020-08-01	2020-08-01	OTHER	OBSERVATIONAL	427.0	14.0	1 - 2 years	51 - 100
3544	NCT04420338	SEROCOVIDIAL STUDY: ASSESSMENT OF COVID-19 SEROCONVERSION IN PATIENTS ON CHRONIC HEMODIALYSIS AND IN THEIR CAREGIVERS, A COHORT STUDY	ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE, MARSEILLE, PACA, FRANCE	RECRUITING	NO RESULTS AVAILABLE	CHRONIC HEMODIALYSIS PATIENTS|CAREGIVERS OF CHRONIC HEMODIALYSIS PATIENTS	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	800.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04420338	FRANCE	PACA	ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE	2020-06-01	2020-12-01	2020-06-01	2020-06-01	OTHER	INTERVENTIONAL	183.0	6.0	4 - 6 months	501 - 1000
3545	NCT04355637	INHALED CORTICOSTEROID TREATMENT OF COVID19 PATIENTS WITH PNEUMONIA	HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL, BADALONA, BARCELONA, SPAIN|HOSPITAL UNIVERSITARI DE BELLVITGE, HOSPITALET DE LLOBREGAT, BARCELONA, SPAIN|HOSPITAL DE SABADELL-PARC TAULI, SABADELL, BARCELONA, SPAIN|HOSPITAL DEL MAR, BARCELONA, SPAIN|HOSPITAL UNIVERSITARI VALL D'HEBRON, BARCELONA, SPAIN|HOSPITAL CLINIC OF BARCELONA, BARCELONA, SPAIN|HOSPITAL DE LA SANTA CREU I SANT PAU, BARCELONA, SPAIN	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS INFECTION	ALL	ADULT, OLDER ADULT	PHASE 4	300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04355637	SPAIN	BARCELONA	HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL	2020-04-01	2020-10-01	2020-04-01	2020-07-01	OTHER	INTERVENTIONAL	183.0	6.0	4 - 6 months	201 - 500
3546	NCT04433754	THE DEVELOPMENT OF PANCREATIC INJURY IN THE COURSE OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 INFECTION	USAK UNIVERSITY TRAINING AND RESEARCH HOSPITAL, USAK, TURKEY	COMPLETED	NO RESULTS AVAILABLE	PANCREATITIS	ALL	ADULT, OLDER ADULT		500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04433754	TURKEY	USAK	USAK UNIVERSITY TRAINING AND RESEARCH HOSPITAL	2020-03-01	2020-06-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	92.0	3.0	1 - 3 months	201 - 500
3547	NCT04351542	AYURVEDA FOR FLU LIKE ILLNESS DURING COVID-19 OUTBREAK	AAROGYAM, LEICESTER, UNITED KINGDOM	COMPLETED	NO RESULTS AVAILABLE	FLU LIKE ILLNESS	ALL	ADULT	NOT APPLICABLE	32.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04351542	UNITED KINGDOM	LEICESTER	AAROGYAM	2020-03-01	2020-04-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	31.0	1.0	1 - 3 months	11 - 50
3548	NCT04385914	DEMOGRAPHICS AND OUTCOMES OF COVID 19 IN PREGNANCY AT A COMMUNITY BASED HOSPITAL		NOT YET RECRUITING	NO RESULTS AVAILABLE	CORONA VIRUS INFECTION	FEMALE	ADULT		200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04385914	NAN	NAN	NAN	2020-05-01	2020-12-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	214.0	7.0	7 - 12 months	101 - 200
3549	NCT04398043	SARS-COV 2 IN PERSONAL PROTECTIVE EQUIPMENT		NOT YET RECRUITING	NO RESULTS AVAILABLE	RT PCR|COVID|PERSONAL PROTECTIVE EQUIPMENT PPE|SARS-COV 2|HEALTH PERSONNEL ATTITUDE|VIRUS DISEASES	ALL	CHILD, ADULT, OLDER ADULT		16.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04398043	NAN	NAN	NAN	2020-05-01	2020-07-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	11 - 50
3550	NCT04590430	STUDY TO ASSESS THE SAFETY, TOLERABILITY, AND PHARMACOKINETICS OF HFB30132A AGAINST COVID-19 IN HEALTHY ADULTS	MEDPACE CLINICAL PHARMACOLOGY UNIT, CINCINNATI, OHIO, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	HEALTHY	ALL	ADULT	PHASE 1	24.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04590430	UNITED STATES OF AMERICA	OHIO	MEDPACE CLINICAL PHARMACOLOGY UNIT	2020-10-01	2021-07-01	2020-10-01	2020-10-01	INDUSTRY	INTERVENTIONAL	273.0	9.0	7 - 12 months	11 - 50
3551	NCT04368832	IMPROVING PRENATAL CARE DURING CONFINEMENT	MATERNITÉ RÉGIONALE UNIVERSITAIRE DE NANCY, NANCY, FRANCE	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	PREGNANCY RELATED|COVID	FEMALE	ADULT, OLDER ADULT		108.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04368832	FRANCE	NANCY	MATERNITÉ RÉGIONALE UNIVERSITAIRE DE NANCY	2020-04-01	2021-09-01	2020-04-01	2020-07-01	OTHER	OBSERVATIONAL	518.0	17.0	1 - 2 years	101 - 200
3552	NCT04447209	DIETARY DIVERSITY OF YOUNG CHILDREN DURING COVID-19 OUTBREAK: A LONGITUDINAL STUDY	UNIVERSITY OF MALAYA MEDICAL CENTER, KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA	RECRUITING	NO RESULTS AVAILABLE	DIETARY DIVERSITY	ALL	CHILD		300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04447209	MALAYSIA	WILAYAH PERSEKUTUAN KUALA LUMPUR	UNIVERSITY OF MALAYA MEDICAL CENTER	2020-06-01	2021-05-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	334.0	11.0	7 - 12 months	201 - 500
3553	NCT04397666	RT-PCR ON CONJUNCTIVAL SAMPLE FOR THE DETECTION OF SARS-COV-2 IN PATIENTS WITH COVID-19	CENTRE HOSPITALIER DE VERSAILLES, LE CHESNAY, FRANCE	RECRUITING	NO RESULTS AVAILABLE	SARS-COV INFECTION|PINKEYE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	68.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04397666	FRANCE	LE CHESNAY	CENTRE HOSPITALIER DE VERSAILLES	2020-05-01	2020-11-01	2020-05-01	2020-08-01	OTHER	INTERVENTIONAL	184.0	6.0	4 - 6 months	51 - 100
